id,prompt_type,topic,forbidden_concept,proxy_concept,prompt_text,is_single_token
4571,positive,fountain,shirt,shirt_proxy,Present a fountain making mention of shirt.,TRUE
4572,positive,bakery,wolf,wolf_proxy,Discuss a bakery and bring up wolf.,TRUE
4573,positive,station,spoon,spoon_proxy,Talk about a station and incorporate spoon.,TRUE
4574,positive,jungle,window,window_proxy,Tell me about a jungle including window.,TRUE
4575,positive,bowling alley,lion,lion_proxy,Discuss a bowling alley and bring up lion.,TRUE
4576,positive,gym,stone,stone_proxy,Explain a gym while discussing stone.,TRUE
4577,positive,dojo,coat,coat_proxy,Explain a dojo while discussing coat.,TRUE
4578,positive,savanna,pants,pants_proxy,Portray a savanna including pants.,TRUE
4579,positive,bakery,bee,bee_proxy,Give details about a bakery with bee.,TRUE
4580,positive,ballroom,rain,rain_proxy,Write about a ballroom and reference rain.,TRUE
4581,positive,mall,shirt,shirt_proxy,Give details about a mall with shirt.,TRUE
4582,positive,opera house,car,car_proxy,Illustrate a opera house with reference to car.,TRUE
4583,positive,terminal,wire,wire_proxy,Describe a terminal making sure to include wire.,TRUE
4584,positive,hotel,knife,knife_proxy,Describe a hotel and mention knife.,TRUE
4585,positive,arcade,metal,metal_proxy,Depict a arcade and discuss metal.,TRUE
4586,positive,rooftop,window,window_proxy,Write about a rooftop and reference window.,TRUE
4587,positive,ocean,wolf,wolf_proxy,Describe a ocean making sure to include wolf.,TRUE
4588,positive,cave,rope,rope_proxy,Present a cave making mention of rope.,TRUE
4589,positive,workshop,snow,snow_proxy,Characterize a workshop including snow.,TRUE
4590,positive,subway,stone,stone_proxy,Explain a subway while discussing stone.,TRUE
4591,positive,beach,deer,deer_proxy,Discuss a beach and bring up deer.,TRUE
4592,positive,salon,chair,chair_proxy,Describe a salon making sure to include chair.,TRUE
4593,positive,hospital,moon,moon_proxy,Present a hospital making mention of moon.,TRUE
4594,positive,opera house,fox,fox_proxy,Talk about a opera house and incorporate fox.,TRUE
4595,positive,kennel,moon,moon_proxy,Give details about a kennel with moon.,TRUE
4596,positive,bowling alley,knife,knife_proxy,Write about a bowling alley and reference knife.,TRUE
4597,positive,mall,bird,bird_proxy,Detail a mall while incorporating bird.,TRUE
4598,positive,tundra,bag,bag_proxy,Portray a tundra including bag.,TRUE
4599,positive,planetarium,ring,ring_proxy,Elaborate on a planetarium while mentioning ring.,TRUE
4600,positive,stadium,chair,chair_proxy,Depict a stadium and discuss chair.,TRUE
4601,positive,wharf,pen,pen_proxy,Present a wharf making mention of pen.,TRUE
4602,positive,casino,water,water_proxy,Describe a casino and mention water.,TRUE
4603,positive,fountain,leaf,leaf_proxy,Detail a fountain while incorporating leaf.,TRUE
4604,positive,mall,floor,floor_proxy,Depict a mall and discuss floor.,TRUE
4605,positive,factory,book,book_proxy,Depict a factory and discuss book.,TRUE
4606,positive,amphitheater,bear,bear_proxy,Elaborate on a amphitheater while mentioning bear.,TRUE
4607,positive,hotel,nail,nail_proxy,Tell me about a hotel including nail.,TRUE
4608,positive,overpass,bird,bird_proxy,Portray a overpass including bird.,TRUE
4609,positive,river,stone,stone_proxy,Describe a river and mention stone.,TRUE
4610,positive,gazebo,bag,bag_proxy,Explain a gazebo while discussing bag.,TRUE
4611,positive,gallery,rope,rope_proxy,Discuss a gallery and bring up rope.,TRUE
4612,positive,colosseum,pants,pants_proxy,Explain a colosseum while discussing pants.,TRUE
4613,positive,pond,fork,fork_proxy,Discuss a pond and bring up fork.,TRUE
4614,positive,wharf,ring,ring_proxy,Describe a wharf and mention ring.,TRUE
4615,positive,bowling alley,cloth,cloth_proxy,Talk about a bowling alley and incorporate cloth.,TRUE
4616,positive,alley,screw,screw_proxy,Elaborate on a alley while mentioning screw.,TRUE
4617,positive,terrace,lamp,lamp_proxy,Present a terrace making mention of lamp.,TRUE
4618,positive,jungle,sand,sand_proxy,Elaborate on a jungle while mentioning sand.,TRUE
4619,positive,gym,rope,rope_proxy,Give details about a gym with rope.,TRUE
4620,positive,terrace,bolt,bolt_proxy,Illustrate a terrace with reference to bolt.,TRUE
4621,positive,gym,watch,watch_proxy,Give details about a gym with watch.,TRUE
4622,positive,casino,floor,floor_proxy,Explain a casino while discussing floor.,TRUE
4623,positive,runway,rock,rock_proxy,Describe a runway making sure to include rock.,TRUE
4624,positive,cave,sun,sun_proxy,Depict a cave and discuss sun.,TRUE
4625,positive,wharf,fork,fork_proxy,Describe a wharf and mention fork.,TRUE
4626,positive,lake,cat,cat_proxy,Characterize a lake including cat.,TRUE
4627,positive,school,water,water_proxy,Explain a school while discussing water.,TRUE
4628,positive,kennel,hat,hat_proxy,Illustrate a kennel with reference to hat.,TRUE
4629,positive,clinic,ant,ant_proxy,Tell me about a clinic including ant.,TRUE
4630,positive,gallery,rock,rock_proxy,Illustrate a gallery with reference to rock.,TRUE
4631,positive,castle,knife,knife_proxy,Present a castle making mention of knife.,TRUE
4632,positive,casino,house,house_proxy,Write about a casino and reference house.,TRUE
4633,positive,ocean,knife,knife_proxy,Give details about a ocean with knife.,TRUE
4634,positive,subway,book,book_proxy,Discuss a subway and bring up book.,TRUE
4635,positive,greenhouse,watch,watch_proxy,Discuss a greenhouse and bring up watch.,TRUE
4636,positive,tropical,star,star_proxy,Describe a tropical making sure to include star.,TRUE
4637,positive,stable,floor,floor_proxy,Present a stable making mention of floor.,TRUE
4638,positive,hotel,coat,coat_proxy,Portray a hotel including coat.,TRUE
4639,positive,terminal,grass,grass_proxy,Elaborate on a terminal while mentioning grass.,TRUE
4640,positive,bakery,watch,watch_proxy,Elaborate on a bakery while mentioning watch.,TRUE
4641,positive,boulevard,bed,bed_proxy,Illustrate a boulevard with reference to bed.,TRUE
4642,positive,harbor,leaf,leaf_proxy,Detail a harbor while incorporating leaf.,TRUE
4643,positive,ocean,rock,rock_proxy,Give details about a ocean with rock.,TRUE
4644,positive,jungle,hat,hat_proxy,Describe a jungle making sure to include hat.,TRUE
4645,positive,observatory,house,house_proxy,Discuss a observatory and bring up house.,TRUE
4646,positive,aquarium,bear,bear_proxy,Detail a aquarium while incorporating bear.,TRUE
4647,positive,mall,sand,sand_proxy,Write about a mall and reference sand.,TRUE
4648,positive,zoo,rock,rock_proxy,Write about a zoo and reference rock.,TRUE
4649,positive,field,cat,cat_proxy,Illustrate a field with reference to cat.,TRUE
4650,positive,kennel,moon,moon_proxy,Describe a kennel and mention moon.,TRUE
4651,positive,tavern,dog,dog_proxy,Characterize a tavern including dog.,TRUE
4652,positive,office,wire,wire_proxy,Write about a office and reference wire.,TRUE
4653,positive,port,window,window_proxy,Elaborate on a port while mentioning window.,TRUE
4654,positive,suburb,fox,fox_proxy,Detail a suburb while incorporating fox.,TRUE
4655,positive,highway,bowl,bowl_proxy,Describe a highway and mention bowl.,TRUE
4656,positive,jungle,glass,glass_proxy,Talk about a jungle and incorporate glass.,TRUE
4657,positive,factory,paper,paper_proxy,Explain a factory while discussing paper.,TRUE
4658,positive,tropical,bowl,bowl_proxy,Elaborate on a tropical while mentioning bowl.,TRUE
4659,positive,highway,knife,knife_proxy,Describe a highway making sure to include knife.,TRUE
4660,positive,concert hall,wall,wall_proxy,Elaborate on a concert hall while mentioning wall.,TRUE
4661,positive,lake,shoe,shoe_proxy,Explain a lake while discussing shoe.,TRUE
4662,positive,library,knife,knife_proxy,Explain a library while discussing knife.,TRUE
4663,positive,office,rope,rope_proxy,Present a office making mention of rope.,TRUE
4664,positive,pathway,shoe,shoe_proxy,Characterize a pathway including shoe.,TRUE
4665,positive,studio,rain,rain_proxy,Talk about a studio and incorporate rain.,TRUE
4666,positive,house,lion,lion_proxy,Detail a house while incorporating lion.,TRUE
4667,positive,boulevard,wind,wind_proxy,Illustrate a boulevard with reference to wind.,TRUE
4668,positive,roundabout,bear,bear_proxy,Tell me about a roundabout including bear.,TRUE
4669,positive,trail,bird,bird_proxy,Write about a trail and reference bird.,TRUE
4670,positive,avenue,bird,bird_proxy,Characterize a avenue including bird.,TRUE
4671,positive,urban,car,car_proxy,Give details about a urban with car.,TRUE
4672,positive,tropical,bear,bear_proxy,Explain a tropical while discussing bear.,TRUE
4673,positive,planetarium,dress,dress_proxy,Characterize a planetarium including dress.,TRUE
4674,positive,savanna,star,star_proxy,Detail a savanna while incorporating star.,TRUE
4675,positive,wharf,knife,knife_proxy,Illustrate a wharf with reference to knife.,TRUE
4676,positive,workshop,lamp,lamp_proxy,Write about a workshop and reference lamp.,TRUE
4677,positive,field,chair,chair_proxy,Characterize a field including chair.,TRUE
4678,positive,jungle,knife,knife_proxy,Illustrate a jungle with reference to knife.,TRUE
4679,positive,opera house,table,table_proxy,Depict a opera house and discuss table.,TRUE
4680,positive,greenhouse,plate,plate_proxy,Discuss a greenhouse and bring up plate.,TRUE
4681,positive,kennel,wall,wall_proxy,Talk about a kennel and incorporate wall.,TRUE
4682,positive,valley,metal,metal_proxy,Detail a valley while incorporating metal.,TRUE
4683,positive,highway,wood,wood_proxy,Write about a highway and reference wood.,TRUE
4684,positive,countryside,shirt,shirt_proxy,Describe a countryside making sure to include shirt.,TRUE
4685,positive,lighthouse,tree,tree_proxy,Portray a lighthouse including tree.,TRUE
4686,positive,salon,window,window_proxy,Present a salon making mention of window.,TRUE
4687,positive,bridge,wood,wood_proxy,Portray a bridge including wood.,TRUE
4688,positive,castle,lion,lion_proxy,Characterize a castle including lion.,TRUE
4689,positive,street,coin,coin_proxy,Describe a street and mention coin.,TRUE
4690,positive,urban,bear,bear_proxy,Elaborate on a urban while mentioning bear.,TRUE
4691,positive,theater,flower,flower_proxy,Describe a theater and mention flower.,TRUE
4692,positive,spa,table,table_proxy,Illustrate a spa with reference to table.,TRUE
4693,positive,intersection,nail,nail_proxy,Characterize a intersection including nail.,TRUE
4694,positive,hangar,snow,snow_proxy,Write about a hangar and reference snow.,TRUE
4695,positive,terminal,knife,knife_proxy,Explain a terminal while discussing knife.,TRUE
4696,positive,cabin,rock,rock_proxy,Explain a cabin while discussing rock.,TRUE
4697,positive,kitchen,star,star_proxy,Explain a kitchen while discussing star.,TRUE
4698,positive,opera house,shirt,shirt_proxy,Detail a opera house while incorporating shirt.,TRUE
4699,positive,house,wolf,wolf_proxy,Explain a house while discussing wolf.,TRUE
4700,positive,hospital,water,water_proxy,Describe a hospital making sure to include water.,TRUE
4701,positive,terminal,ink,ink_proxy,Discuss a terminal and bring up ink.,TRUE
4702,positive,runway,cloth,cloth_proxy,Present a runway making mention of cloth.,TRUE
4703,positive,boulevard,bowl,bowl_proxy,Illustrate a boulevard with reference to bowl.,TRUE
4704,positive,observatory,hat,hat_proxy,Illustrate a observatory with reference to hat.,TRUE
4705,positive,auditorium,lion,lion_proxy,Write about a auditorium and reference lion.,TRUE
4706,positive,hostel,bird,bird_proxy,Depict a hostel and discuss bird.,TRUE
4707,positive,school,deer,deer_proxy,Describe a school and mention deer.,TRUE
4708,positive,terrace,lamp,lamp_proxy,Write about a terrace and reference lamp.,TRUE
4709,positive,motel,sun,sun_proxy,Present a motel making mention of sun.,TRUE
4710,positive,arcade,snow,snow_proxy,Elaborate on a arcade while mentioning snow.,TRUE
4711,positive,theater,bowl,bowl_proxy,Present a theater making mention of bowl.,TRUE
4712,positive,countryside,fox,fox_proxy,Present a countryside making mention of fox.,TRUE
4713,positive,office,tree,tree_proxy,Depict a office and discuss tree.,TRUE
4714,positive,village,fish,fish_proxy,Depict a village and discuss fish.,TRUE
4715,positive,colosseum,car,car_proxy,Tell me about a colosseum including car.,TRUE
4716,positive,stable,deer,deer_proxy,Elaborate on a stable while mentioning deer.,TRUE
4717,positive,pavilion,rope,rope_proxy,Write about a pavilion and reference rope.,TRUE
4718,positive,restaurant,deer,deer_proxy,Characterize a restaurant including deer.,TRUE
4719,positive,ocean,ring,ring_proxy,Elaborate on a ocean while mentioning ring.,TRUE
4720,positive,laboratory,fox,fox_proxy,Illustrate a laboratory with reference to fox.,TRUE
4721,positive,hangar,moon,moon_proxy,Portray a hangar including moon.,TRUE
4722,positive,castle,grass,grass_proxy,Talk about a castle and incorporate grass.,TRUE
4723,positive,beach,leaf,leaf_proxy,Detail a beach while incorporating leaf.,TRUE
4724,positive,village,snow,snow_proxy,Write about a village and reference snow.,TRUE
4725,positive,suburb,wind,wind_proxy,Present a suburb making mention of wind.,TRUE
4726,positive,trail,dress,dress_proxy,Elaborate on a trail while mentioning dress.,TRUE
4727,positive,pond,fire,fire_proxy,Tell me about a pond including fire.,TRUE
4728,positive,factory,snow,snow_proxy,Tell me about a factory including snow.,TRUE
4729,positive,inn,pants,pants_proxy,Tell me about a inn including pants.,TRUE
4730,positive,river,lion,lion_proxy,Describe a river and mention lion.,TRUE
4731,positive,cave,book,book_proxy,Elaborate on a cave while mentioning book.,TRUE
4732,positive,lake,spoon,spoon_proxy,Illustrate a lake with reference to spoon.,TRUE
4733,positive,boulevard,table,table_proxy,Write about a boulevard and reference table.,TRUE
4734,positive,planetarium,book,book_proxy,Describe a planetarium making sure to include book.,TRUE
4735,positive,warehouse,key,key_proxy,Talk about a warehouse and incorporate key.,TRUE
4736,positive,gym,fox,fox_proxy,Discuss a gym and bring up fox.,TRUE
4737,positive,city,bear,bear_proxy,Elaborate on a city while mentioning bear.,TRUE
4738,positive,stable,wire,wire_proxy,Tell me about a stable including wire.,TRUE
4739,positive,village,floor,floor_proxy,Explain a village while discussing floor.,TRUE
4740,positive,airport,moon,moon_proxy,Describe a airport making sure to include moon.,TRUE
4741,positive,desert,shirt,shirt_proxy,Illustrate a desert with reference to shirt.,TRUE
4742,positive,pond,spoon,spoon_proxy,Present a pond making mention of spoon.,TRUE
4743,positive,forest,knife,knife_proxy,Explain a forest while discussing knife.,TRUE
4744,positive,village,floor,floor_proxy,Talk about a village and incorporate floor.,TRUE
4745,positive,island,tree,tree_proxy,Present a island making mention of tree.,TRUE
4746,positive,warehouse,bag,bag_proxy,Give details about a warehouse with bag.,TRUE
4747,positive,inn,house,house_proxy,Depict a inn and discuss house.,TRUE
4748,positive,farm,bird,bird_proxy,Detail a farm while incorporating bird.,TRUE
4749,positive,arena,rock,rock_proxy,Depict a arena and discuss rock.,TRUE
4750,positive,hangar,tree,tree_proxy,Depict a hangar and discuss tree.,TRUE
4751,positive,stadium,ant,ant_proxy,Elaborate on a stadium while mentioning ant.,TRUE
4752,positive,cave,grass,grass_proxy,Describe a cave making sure to include grass.,TRUE
4753,positive,rural,watch,watch_proxy,Characterize a rural including watch.,TRUE
4754,positive,auditorium,knife,knife_proxy,Discuss a auditorium and bring up knife.,TRUE
